Confirmed,Country,End date,Level,Place,Start date,URL
,El Salvador,/Not Confirmed/,National,San Salvador,03/22/2020,https://www.garda.com/crisis24/news-alerts/325621/el-salvador-president-announces-nationwide-lockdown-march-22-update-8
,Madagascar,04/05/2020,City, Antananarivo,03/24/2020,https://www.garda.com/crisis24/news-alerts/329996/madagascar-nationwide-state-of-emergency-extended-lockdown-measures-in-fianarantsoa-april-5-update-5
,Madagascar,04/05/2020,City, Toamasina,03/24/2020,https://www.garda.com/crisis24/news-alerts/329996/madagascar-nationwide-state-of-emergency-extended-lockdown-measures-in-fianarantsoa-april-5-update-5
,French Guiana,/Not Confirmed/,National,Cayenne,03/27/2020,https://www.odt.co.nz/regions/queenstown/complete-nightmare-stuck-french-guiana-lockdown
,Monaco,/Not Confirmed/,National,Monte Carlo,03/17/2020,https://www.garda.com/crisis24/news-alerts/328151/monaco-lockdown-implemented-march-17-update-1
,Aruba,/Not Confirmed/,National,Oranjestad,03/31/2020,https://www.arubatoday.com/coronavirus-lockdown-on-aruba/
,Togo,/Not Confirmed/,State,Lome,03/20/2020,https://www.garda.com/crisis24/news-alerts/326281/togo-authorities-shut-borders-put-four-cities-on-lockdown-march-20-update-2
,Togo,/Not Confirmed/,State,Tsévié,03/20/2020,https://www.garda.com/crisis24/news-alerts/326281/togo-authorities-shut-borders-put-four-cities-on-lockdown-march-20-update-2
,Togo,/Not Confirmed/,State,Kpalimé,03/20/2020,https://www.garda.com/crisis24/news-alerts/326281/togo-authorities-shut-borders-put-four-cities-on-lockdown-march-20-update-2
,Togo,/Not Confirmed/,State,Sokodé,03/20/2020,https://www.garda.com/crisis24/news-alerts/326281/togo-authorities-shut-borders-put-four-cities-on-lockdown-march-20-update-2
,Mali,/Not Confirmed/,State,West African State,03/26/2020,https://www.msn.com/en-au/news/coronavirus/mali-on-lockdown-as-first-coronavirus-cases-reported/ar-BB11IfXN
,Ethopia,/Not confirmed/,State,African,03/16/2020,https://www.aa.com.tr/en/africa/covid-19-ethiopia-closes-schools-bans-public-events/1767683
,Uganda,04/14/2020,National,Kampala,03/31/2020,https://www.aa.com.tr/en/africa/uganda-declares-curfew-to-curb-spread-of-covid-19/1785775
,Cayman Islands,/Not Confirmed/,National,George Town,03/24/2020,https://www.caymancompass.com/2020/03/24/premier-lives-more-important-than-economic-considerations/
,Sint Maarten,04/10/2020,National,,03/19/2020,https://caribbeannetwork.ntr.nl/2020/03/19/sint-maarten-on-lock-down-in-fight-against-coronavirus-companies-and-schools-also-shut-down/
,Bahamas,04/27/2020,National,Nassau,04/14/2020,https://www.osac.gov/Content/Report/a06ac56a-c28c-4061-9642-18631b272680
,Bermuda,04/09/2020,National,Hamilton,04/02/2020,https://www.garda.com/crisis24/news-alerts/328036/antigua-bermuda-government-announces-seven-day-lockdown-from-april-2-update-1
,Gabon,/not confirmed/,National,Libreville,03/14/2020,https://www.africanews.com/2020/03/14/covid-19-gabon-shuts-stops-issuing-tourist-visas-to-citizens-of-hardest-hit//
,Eritrea,04/24/2020,National,Asmara,04/03/2020,https://www.africanews.com/2020/04/03/eritrea-s-coronavirus-rules-chinese-italians-iranians-to-be-quarantined/
,Liberia,04/30/2020,National,Monrovia,04/10/2020,https://www.aa.com.tr/en/africa/liberia-declares-state-of-emergency-amid-covid-19/1797805
,Haiti,/Not Confirmed/,National,Port-au-Prince,03/21/2020,https://www.aljazeera.com/news/2020/03/haiti-president-declares-state-emergency-coronavirus-200321102722636.html
,Tanzania,/Not Confirmed/,National,Dodoma,04/08/2020,https://africanarguments.org/2020/04/08/tanzania-covid-19-time-lockdown-debt-relief-urgency/
,Libya,04/20/2020,National,Tripoli,03/22/2020,https://www.libyanexpress.com/libya-on-lockdown-from-6-00-pm-to-6-00-am-amid-coronavirus-preventive-measures/
,Antigua and Barbuda,04/09/2020,National,Saint John's,04/02/2020,https://www.nationnews.com/nationnews/news/244738/antiguas-pm-announces-hour-lockdown
,Syria,/Not Confirmed/,National,Damascus,03/21/2020,https://www.unhcr.org/news/stories/2020/4/5e84a3584/syrian-refugees-adapt-life-under-coronavirus-lockdown-jordan-camps.html
,Maldives,03/12/2020,National,Male,03/10/2020,https://www.ttgmedia.com/news/news/coronavirus-four-maldives-resorts-placed-in-lockdown-21673
,Equatorial Guinea,/Not Confirmed/,National,Malabo,03/22/2020,https://www.aa.com.tr/en/africa/equatorial-guinea-declares-state-of-alarm-over-covid-19/1774801
,New Caledonia,04/05/2020,National,Noumea,03/22/2020,https://www.rnz.co.nz/international/pacific-news/412341/covid-19-new-caledonians-ordered-to-stay-home-from-end-of-monday
,Mozambique,04/16/2020,National,Mapotu,03/27/2020,https://www.dfa.ie/irish-embassy/mozambique/
,Mangolia,/Not Confirmed/,National,Ulaanbaatar,03/10/2020,https://www.garda.com/crisis24/news-alerts/321181/mongolia-government-places-ulaanbaatar-and-other-cities-on-lockdown-due-to-covid-19-march-10-update-7
,Namibia,04/24/2020,National,,03/24/2020,https://www.reuters.com/article/us-health-coronavirus-namibia/namibia-announces-travel-ban-partial-lockdown-after-seventh-coronavirus-case-idUSKBN21B30R
,Dominica,/Not confirmed/,National,,03/28/2020,https://www.stlucianewsonline.com/breaking-news-dominica-under-lockdown-till-tuesday-in-light-of-coronavirus/
,Fiji,/Not Confirmed/,National,Suva,04/03/2020,https://www.garda.com/crisis24/news-alerts/328461/fiji-lockdown-to-be-imposed-on-suva-from-april-3-update-3
,Sudan,/Not Confirmed/,National,South Sudan,03/24/2020,https://www.theeastafrican.co.ke/news/ea/South-Sudan-on-a-lockdown-over-coronavirus-fears/4552908-5502350-hwf9ou/index.html
,Curaçao,/Not Confirmed/,National,Willemstad,03/30/2020,https://www.curacaochronicle.com/post/main/curacao-immediately-on-lockdown-eleventh-case-confirmed/
,Botswana,05/1/2020,National,Gaborone,04/04/2020,http://www.xinhuanet.com/english/2020-04/04/c_138946075.htm
,Grenada,04/06/2020,National,Saint George's,03/30/2020,https://www.dominicavibes.dm/news-263660/
,Eswatini,/Not Confirmed/,National,Mbabane,03/26/2020,https://www.africanews.com/2020/04/02/coronavirus-eswatini-partial-lockdown-update-covid-19//
,Zimbabve,04/20/2020,National,Harare,03/31/2020,https://www.aljazeera.com/news/2020/03/zimbabwe-launches-21-day-nationwide-lockdown0-200330174200621.html
,Greenland,04/15/2020,National,Nuuk,03/29/2020,https://www.theguardian.com/world/2020/mar/29/alcohol-sales-banned-in-greenland-capital-during-lockdown
,Saint Kitts and Nevis,04/16/2020,National,Basseterre,04/09/2020,https://caribbeanbusinessreport.com/news/st-kitts-nevis-lockdown-begins-today/
,Seychelles,04/29/2020,National,Victoria,04/09/2020,https://www.garda.com/crisis24/news-alerts/330631/seychelles-authorities-order-nationwide-21-day-lockdown-from-april-9-update-2
,Belize,04/20/2020,National,Belmopan,04/08/2020,http://www.7newsbelize.com/index.php
,Nepal,04/22/2020,National,Kathmandu,03/24/2020,https://thediplomat.com/2020/04/nepal-extends-ongoing-lockdown-to-combat-covid-19/
,Malawi,/Not Confirmed/,National,Lilongwe,03/23/2020,https://allafrica.com/stories/202003230105.html
,Turks and Caicos,04/18/2020,National,Cockburn Town,04/07/2020,https://www.gov.tc/moh/coronavirus/
,Vatican City,/Not Confirmed/,National,,03/12/2020,https://www.thebostonpilot.com/article.asp?ID=187097
,Mauritania,/Not Confirmed/,National,Nouakchott,03/21/2020,https://www.africanews.com/2020/03/21/covid-19-mauritania-enforces-curfew//
,sierra leone,04/09/2020,National,Freetown,04/07/2020,http://www.rfi.fr/en/africa/20200409-sierra-leone-records-7th-coronavirus-case-locates-all-primary-contacts-as-3-day-covid-19-lockdown-ends
,Bhutan,04/21/2020,National,Thimphu,03/31/2020,https://www.spotlightnepal.com/2020/03/31/bhutan-announces-lockdown-fourth-coronavirus-positive-cases/
,Falkland Islands,05/04/2020,National,Stanley,03/27/2020,https://www.express.co.uk/news/world/1260976/falkland-islands-coronavirus-covid-19-lockdown-pandemic-outbreak
,Gambia,04/11/2020,National,Banjul,03/23/2020,https://www.aa.com.tr/en/africa/covid-19-gambia-senegal-to-close-border-for-21-days/1776298
,Burundi,/Not Confirmed/,National,Gitega,04/02/2020,https://www.cnbcafrica.com/videos/2020/04/02/burundi-closes-border-with-rwanda-to-curb-covid-19-spread/
,South Sudan,/Not Confirmed/,National,,03/24/2020,https://www.theeastafrican.co.ke/news/ea/South-Sudan-on-a-lockdown-over-coronavirus-fears/4552908-5502350-hwf9ou/index.html
,Papua New Guinea,04/09/2020,National,,03/26/2020,https://www.businessadvantagepng.com/png-in-lockdown-what-it-means-for-you-and-your-business/
